inspection_id,project_id,inspection_date,inspector_name,inspector_id,inspection_type,result,score_out_of_100,deficiencies_found,reinspection_required,reinspection_date,regulatory_body,notes
1077,323,2020/05/31,D. Freeman,INS-46736,Interim Progress,Deferred,64,3,N,,EPA,
1078,324,2021/08/09,S. Williams,INS-34052,Electrical,Pass with Conditions,85,1,Y,,FAA,
1079,324,06-23-2020,D. Freeman,INS-20413,Interim Progress,Pass,83,0,N,,Army Corps,Escalated to state
1080,324,09/23/2021,S. Williams,INS-51832,Plumbing,Pass,55,0,N,,Local Building Dept,
1081,324,03-05-2024,H. Lee,INS-37182,Plumbing,fail,70,3,N,,State DOT,
1082,324,2022/03/25,E. Hoffman,INS-88261,Electrical,Pass,83,,Y,03/11/2024,FTA,
1083,324,29/04/2019,S. Williams,INS-90861,Structural,Pass with Conditions,90,,Y,08/12/2024,Army Corps,Closed
1084,325,03/21/2025,I. Jackson,INS-26132,Plumbing,Pass,,2,N,,FHWA,Cited violation
1085,325,07-14-2021,M. Chen,INS-58800,Electrical,Pass,87,n/a,Y,06-04-2020,FAA,Escalated to state
1086,325,02/18/2023,D. Freeman,INS-56430,Plumbing,Pass,64,n/a,N,,State DEP,
1087,325,09/02/2019,J. Kowalski,INS-18375,Routine Safety,Pass with Conditions,92,1,Y,08-04-2023,State DEP,Closed
1088,325,14/11/2021,J. Kowalski,INS-18861,Fire Safety,Pass,77,0,Y,2024-12-01,OSHA,Escalated to state
1089,326,2022-11-09,H. Lee,INS-62883,Interim Progress,pass,72,?,N,,State DEP,
1090,327,03/17/2020,A. Nguyen,INS-34249,Electrical,Pass,73,3,N,,State DOT,
1091,327,17/07/2024,D. Freeman,INS-98715,Interim Progress,Pass,86,1,N,,State DOT,Follow-up required
1092,327,04-01-2021,K. O'Brien,INS-26790,Quality Control,Pass,76,3,N,,State DOT,Escalated to state
1093,328,2019-01-15,R. Patel,INS-21419,Environmental Compliance,Pass,64,0,N,,FTA,Cited violation
1094,328,,I. Jackson,INS-21253,Environmental Compliance,Pass,83,3,Y,,State DEP,Follow-up required
1095,328,01/06/2023,E. Hoffman,INS-80564,Electrical,fail,82,2,,,FAA,
1096,328,,H. Lee,INS-20083,Environmental Compliance,Pass,90,2,N,,State DOT,Follow-up required
1097,328,2025/02/06,E. Hoffman,INS-55916,Environmental Compliance,pass,58,2,N,,EPA,Cited violation
1098,328,2023-04-29,A. Nguyen,INS-24251,Electrical,,99,,,2022-11-15,FHWA,Escalated to state
1099,330,2021-03-22,I. Jackson,INS-63697,Plumbing,Pass With Conditions,82,3,Y,07-07-2021,FHWA,
1100,330,20/08/2021,S. Williams,INS-31052,Plumbing,Pass,,2,N,,OSHA,
1101,331,03/05/2021,A. Nguyen,INS-74195,Routine Safety,Pass,61,,N,,OSHA,
1102,331,2020/03/23,B. Torres,,Environmental Compliance,Pass,88,?,No,,OSHA,
1103,331,2020/07/01,I. Jackson,INS-81413,Routine Safety,Pass,87,3,N,,OSHA,
1104,331,2020-01-12,R. Patel,INS-17811,Final Walkthrough,Pass,90,3,N,,OSHA,Follow-up required
1105,331,02-07-2020,C. Richardson,INS-99635,Structural,Pass,93,0,,,FHWA,
1106,331,22/07/2020,S. Williams,INS-38788,Interim Progress,FAIL,70,0,N,,Army Corps,Closed
1107,332,2021-03-06,I. Jackson,INS-80262,Structural,Pass with Conditions,57,3,yes,2022/10/24,Local Building Dept,
1108,332,2020/03/19,C. Richardson,INS-38865,Routine Safety,Pass,82,0,Y,06/17/2021,EPA,
1109,332,04-18-2021,H. Lee,INS-10876,Fire Safety,Pass with Conditions,76,,Y,2022-12-20,FHWA,Follow-up required
1110,332,12/09/2020,J. Kowalski,INS-85256,Quality Control,Pass,83,2,N,,Army Corps,
1111,333,2022/08/12,M. Chen,INS-14197,Environmental Compliance,Fail,,6,Y,2021-09-18,FAA,
1112,334,09/11/2023,G. Martinez,INS-83895,Quality Control,,69,3,N,,EPA,Cited violation
1113,334,04/06/2023,R. Patel,INS-85315,Interim Progress,Fail,37,3,Y,,Army Corps,Cited violation
1114,335,,K. O'Brien,INS-60046,Quality Control,Pass,63,2,no,,Local Building Dept,
1115,335,2021-08-21,D. Freeman,INS-37407,Environmental Compliance,Pass,98,3,Y,06/09/2021,FHWA,
1116,335,04/08/2021,I. Jackson,INS-42187,Structural,Fail,44,3,No,,State DOT,Follow-up required
1117,336,2024/12/31,K. O'Brien,INS-17013,Interim Progress,Pass,65,2,No,,FAA,
1118,336,02-05-2020,G. Martinez,-,Routine Safety,Fail,56,8,Y,09/05/2020,EPA,
1119,336,2022-10-07,C. Richardson,INS-36041,Environmental Compliance,Pass,95,2,N,,State DOT,Follow-up required
1120,336,05-30-2023,S. Williams,INS-69673,Structural,Pass,,1,N,,State DOT,Follow-up required
1121,336,2022-02-12,S. Williams,,Routine Safety,Pass,96,3,N,,FHWA,Cited violation
1122,337,2024-11-23,G. Martinez,INS-99793,Interim Progress,Pass,99,0,N,,EPA,Follow-up required
1123,337,03/01/2019,R. Patel,INS-23890,Interim Progress,fail,79,3,N,,EPA,
1124,338,05-29-2021,I. Jackson,INS-35020,Structural,Pass,99,0,N,,EPA,Escalated to state
1125,338,04-22-2019,H. Lee,INS-11840,Quality Control,Fail,59,3,Y,2020/05/20,Army Corps,Closed
1126,339,2022-06-09,H. Lee,INS-21024,Electrical,Deferred,78,0,N,,State DEP,Follow-up required
1127,339,09/28/2020,E. Hoffman,INS-89493,Routine Safety,Pass,89,0,N,,State DOT,
1128,339,2020-11-30,B. Torres,,Structural,Deferred,68,0,,,State DEP,Escalated to state
1129,340,29/04/2023,R. Patel,,Structural,Pass with Conditions,99,1,Y,10/14/2020,State DEP,Escalated to state
1130,341,2022/10/03,A. Nguyen,INS-95018,Interim Progress,Pass,65,3,no,06-13-2020,State DOT,
1131,341,2021-03-15,C. Richardson,INS-92138,Electrical,Fail,39,1,y,12/01/2020,Local Building Dept,
1132,341,01-04-2020,E. Hoffman,INS-28320,Environmental Compliance,Pass,93,3,N,,FHWA,
1133,342,30/09/2020,D. Freeman,INS-96873,Electrical,Pass,57,1,yes,,EPA,Cited violation
1134,342,29/12/2022,J. Kowalski,,Plumbing,Pass,80,1,N,,Local Building Dept,Escalated to state
1135,342,,S. Williams,INS-21444,Plumbing,Pass,83,1,N,,FHWA,
1136,342,23/11/2021,B. Torres,INS-41464,Routine Safety,Pass,,3,N,,State DOT,Escalated to state
1137,342,13/03/2021,C. Richardson,INS-11855,Routine Safety,Pass,98,2,N,,FTA,
1138,342,01-02-2024,R. Patel,INS-47158,Electrical,Pass,90,0,N,,Local Building Dept,Cited violation
1139,343,02/16/2025,C. Richardson,INS-71775,Structural,fail,89,2,Y,,State DEP,Closed
1140,343,07/28/2023,K. O'Brien,INS-64569,Electrical,Deferred,89,2,N,,State DEP,
1141,344,03/13/2019,H. Lee,TBD,Structural,Pass,72,,N,,FTA,Escalated to state
1142,344,,B. Torres,INS-97484,Structural,PASS,93,1,N,,FAA,
1143,345,11-19-2021,R. Patel,INS-91489,Fire Safety,Pass,94,2,yes,,FHWA,Closed
1144,345,03/17/2023,M. Chen,,Environmental Compliance,Pass,70,3,N,,FAA,Escalated to state
1145,345,2020-11-02,M. Chen,INS-49327,Plumbing,Pass,92,0,Y,,State DOT,
1146,345,12/11/2023,H. Lee,INS-40115,Electrical,Pass,69,1,Y,2021-11-07,State DEP,Escalated to state
1147,346,2025/03/19,G. Martinez,,Electrical,Pass With Conditions,64,5,Y,13/04/2023,FHWA,Closed
1148,346,19/05/2025,S. Williams,INS-62298,Interim Progress,Pass,68,2,N,,OSHA,
1149,346,09-26-2024,I. Jackson,INS-78376,Routine Safety,fail,49,3,Y,2021-05-22,State DOT,
1150,346,2022-02-14,E. Hoffman,INS-27406,Fire Safety,Fail,33,2,Y,2025-03-31,EPA,
1151,346,29/03/2024,E. Hoffman,INS-80841,Electrical,Pass,99,3,Y,2025-02-03,State DEP,
1152,346,02/09/2020,I. Jackson,INS-84190,Routine Safety,Fail,50,1,Y,,EPA,
1153,347,11-20-2020,M. Chen,INS-71775,Final Walkthrough,FAIL,-,1,N,2025/06/22,Local Building Dept,Closed
1154,347,07-01-2020,B. Torres,,Environmental Compliance,Pass,65,2,N,,FAA,
1155,348,2023-06-13,D. Freeman,INS-64797,Electrical,Pass,58,2,N,,OSHA,
1156,348,16/01/2022,I. Jackson,INS-97355,Electrical,Pass,77,0,N,,Army Corps,Follow-up required
1157,348,2020-04-27,S. Williams,INS-19818,Interim Progress,PASS,68,0,N,,FHWA,Escalated to state
1158,348,2024-07-04,G. Martinez,INS-21340,Routine Safety,Pass,98,0,YES,,State DEP,
1159,349,2025/02/24,B. Torres,INS-46811,Interim Progress,Pass,89,3,N,,FTA,Follow-up required
1160,349,2025-02-26,E. Hoffman,INS-49911,Final Walkthrough,Pass,58,1,N,,FTA,
1161,350,11-02-2021,H. Lee,INS-91117,Routine Safety,Pass,72,0,N,,State DEP,
1162,350,2021-07-24,I. Jackson,INS-74477,Final Walkthrough,Fail,37,3,Y,08-09-2019,Local Building Dept,
1163,350,2020-06-12,I. Jackson,INS-76772,Structural,Pass,63,1,,,FTA,
1164,350,2025/01/19,A. Nguyen,INS-50483,Plumbing,Pass,,1,Y,11-13-2023,FHWA,
1165,350,2019/11/28,B. Torres,INS-13704,Routine Safety,Pass,62,2,N,,Local Building Dept,
1166,351,2019/07/30,G. Martinez,INS-63798,Quality Control,Pass with Conditions,89,3,Y,10-30-2021,FTA,
1167,351,2022/04/28,R. Patel,INS-86822,Plumbing,Pass,58,3,N,,Local Building Dept,Cited violation
1168,351,2022/08/26,D. Freeman,INS-27654,Plumbing,Pass,90,,N,,State DOT,
1169,351,2023-04-23,R. Patel,INS-40728,Fire Safety,Pass,95,3,N,,EPA,Follow-up required
1170,352,06/09/2024,J. Kowalski,INS-57482,Quality Control,Pass,92,0,N,,FTA,Escalated to state
1171,352,01/25/2025,H. Lee,INS-59877,Fire Safety,Pass,,0,N,,EPA,Follow-up required
1172,352,2022/09/28,M. Chen,INS-29480,Fire Safety,Pass,65,3,N,,OSHA,
1173,352,2023-07-14,C. Richardson,INS-48627,Plumbing,Pass,97,2,N,,Local Building Dept,Follow-up required
1174,353,2023-04-24,H. Lee,INS-76690,Environmental Compliance,Pass,64,3,Y,,Local Building Dept,
1175,353,21/03/2020,A. Nguyen,INS-54598,Fire Safety,,62,3,Y,,Army Corps,Follow-up required
1176,353,2019-09-08,E. Hoffman,INS-78376,Environmental Compliance,Pass,93,,Y,2021-07-21,State DOT,
1177,353,03/02/2020,H. Lee,INS-71216,Interim Progress,Pass,65,2,N,,State DEP,
1178,354,05/24/2024,H. Lee,INS-66911,Fire Safety,Pass,55,?,yes,,State DOT,Closed
1179,355,02/07/2023,E. Hoffman,,Quality Control,Fail,53,5,Y,,Army Corps,Cited violation
1180,355,2020/12/09,I. Jackson,INS-39222,Plumbing,Pass,84,2,N,,OSHA,Cited violation
1181,355,2019/12/03,J. Kowalski,INS-63272,Environmental Compliance,Pass,60,2,N,,Local Building Dept,
1182,356,07-25-2023,H. Lee,INS-64236,Environmental Compliance,Pass,91,0,Y,,Local Building Dept,
1183,356,05/15/2024,C. Richardson,INS-17216,Final Walkthrough,Fail,62,4,,15/09/2024,Army Corps,Closed
1184,357,11-18-2024,R. Patel,INS-60274,Structural,pass,100,,N,,FAA,
1185,357,04-22-2022,B. Torres,INS-12259,Environmental Compliance,Pass,,3,N,,Local Building Dept,Cited violation
1186,357,05-11-2024,S. Williams,INS-36296,Interim Progress,pass,66,1,N,,State DOT,Escalated to state
1187,357,2024-12-14,R. Patel,INS-14846,Structural,,85,0,Y,05-26-2022,FHWA,Closed
1188,357,03/28/2020,H. Lee,TBD,Quality Control,Deferred,78,3,N,,FHWA,
1189,358,2025-02-06,I. Jackson,INS-93854,Routine Safety,Pass,61,0,N,,OSHA,
1190,359,11-23-2024,K. O'Brien,,Electrical,Pass,92,3,Y,07/26/2024,Army Corps,Follow-up required
1191,359,17/01/2021,S. Williams,INS-22463,Quality Control,Pass with Conditions,90,2,Y,21/06/2020,FTA,
1192,359,2024-12-16,J. Kowalski,INS-36791,Plumbing,Pass,,1,,,FAA,Escalated to state
1193,359,2021-08-22,J. Kowalski,INS-12700,Structural,Pass,59,3,N,06-27-2024,FAA,
1194,359,2020-08-19,D. Freeman,,Fire Safety,Pass,92,1,N,,FHWA,
1195,359,2025/04/20,H. Lee,INS-42774,Plumbing,,96,-,N,,Local Building Dept,
1196,360,10/16/2020,I. Jackson,?,Final Walkthrough,Fail,30,6,Y,01-18-2022,EPA,
1197,360,14/07/2022,R. Patel,INS-15947,Final Walkthrough,Pass,57,3,N,,State DOT,
1198,360,2019/07/30,D. Freeman,INS-23154,Plumbing,PASS,95,0,Y,30/09/2024,FTA,Escalated to state
1199,361,09-08-2024,E. Hoffman,INS-43881,Environmental Compliance,Pass,84,2,N,,State DEP,
1200,361,2021-12-24,M. Chen,INS-36639,Structural,Pass,88,3,no,,FTA,Escalated to state
1201,361,04-21-2025,C. Richardson,,Electrical,Pass,82,,N,,OSHA,
1202,362,26/08/2021,H. Lee,INS-13347,Quality Control,Pass,90,1,N,,FHWA,
1203,362,07/20/2023,R. Patel,INS-56275,Structural,Pass,86,0,N,,Local Building Dept,Closed
1204,362,09/13/2020,H. Lee,INS-44449,Electrical,Pass,TBD,3,No,,FHWA,
1205,362,2021/07/13,A. Nguyen,INS-64396,Plumbing,Pass,79,1,N,,Army Corps,
1206,362,28/01/2022,G. Martinez,INS-74241,Final Walkthrough,fail,56,2,Y,2023-03-10,FTA,
1207,363,2023-02-11,K. O'Brien,INS-71423,Plumbing,Pass,81,3,,2023/03/15,State DOT,Closed
1208,363,08-29-2019,C. Richardson,INS-23987,Plumbing,Pass,95,1,Y,05-03-2020,Local Building Dept,Cited violation
1209,365,04/18/2024,A. Nguyen,INS-61182,Environmental Compliance,Pass,86,2,N,,FHWA,
1210,365,05/02/2022,E. Hoffman,INS-47518,Structural,Pass,,3,N,,Army Corps,
1211,365,20/09/2024,C. Richardson,INS-24732,Environmental Compliance,Pass,74,0,N,,State DEP,
1212,365,2022-12-18,K. O'Brien,INS-90615,Environmental Compliance,Pass,,3,N,,State DEP,Follow-up required
1213,365,08/13/2022,A. Nguyen,INS-62872,Electrical,Fail,50,7,Y,2019-04-11,FTA,Cited violation
1214,366,07/08/2020,I. Jackson,INS-23532,Interim Progress,Pass,86,1,N,,EPA,Cited violation
1215,366,07/20/2024,C. Richardson,INS-73358,Routine Safety,Pass,75,N/A,YES,,EPA,
1216,366,03/18/2021,S. Williams,INS-19555,Routine Safety,Deferred,,3,Y,12/11/2019,FAA,
1217,366,2019/03/16,D. Freeman,INS-26655,Quality Control,Pass,78,3,no,,FAA,Escalated to state
1218,366,04/12/2020,G. Martinez,INS-99459,Interim Progress,Pass,63,2,N,,Army Corps,
1219,366,06-08-2022,S. Williams,INS-44868,Electrical,Pass,71,3,N,,OSHA,
1220,367,21/12/2019,M. Chen,INS-66773,Electrical,Pass,80,1,N,,State DEP,Closed
1221,367,,E. Hoffman,INS-12966,Final Walkthrough,Pass,98,1,y,,EPA,
1222,367,2024/03/13,C. Richardson,INS-35241,Electrical,Fail,47,3,Y,2021-02-15,EPA,
1223,367,18/04/2019,M. Chen,INS-42591,Final Walkthrough,Pass,55,2,N,,State DOT,Escalated to state
1224,367,19/12/2023,D. Freeman,INS-25169,Electrical,Pass,60,0,No,2023/11/07,State DOT,
1225,367,2022-10-10,H. Lee,INS-87434,Final Walkthrough,Pass,75,2,no,,Army Corps,
1226,368,2023/04/20,S. Williams,INS-90994,Final Walkthrough,Fail,40,1,Y,,Local Building Dept,Cited violation
1227,368,07/23/2019,C. Richardson,INS-32168,Quality Control,Pass,68,,Y,2019-08-13,OSHA,Follow-up required
1228,369,2021-08-25,B. Torres,,Routine Safety,Fail,62,,Y,10-31-2021,State DEP,Closed
1229,369,03-18-2020,M. Chen,INS-49414,Interim Progress,Pass,82,3,Y,2024/08/17,State DOT,
1230,369,07-21-2023,D. Freeman,INS-85433,Plumbing,Pass,80,1,N,,FAA,
1231,369,04/19/2024,K. O'Brien,INS-64059,Electrical,Pass with Conditions,81,2,Y,2025/06/28,FTA,
1232,369,05/01/2024,I. Jackson,INS-39132,Environmental Compliance,Pass,78,0,N,,OSHA,Closed
1233,369,16/09/2023,A. Nguyen,INS-94072,Routine Safety,Pass,62,2,N,,Local Building Dept,Follow-up required
1234,370,2024/06/04,G. Martinez,,Structural,Pass,78,,,,FHWA,Closed
1235,371,09/05/2019,I. Jackson,INS-95038,Electrical,Pass,67,2,Y,,Army Corps,
1236,371,2025/03/09,G. Martinez,,Environmental Compliance,Fail,30,6,Y,18/03/2025,FAA,Follow-up required
1237,372,10-14-2024,A. Nguyen,,Final Walkthrough,,88,1,N,,State DOT,
1238,372,,H. Lee,INS-95521,Structural,Pass,77,0,Y,2019-09-30,FHWA,
1239,372,2019-04-10,E. Hoffman,INS-39900,Plumbing,Pass,60,2,N,,FHWA,Closed
1240,372,2019/07/01,M. Chen,INS-11286,Quality Control,Pass,,1,N,,Local Building Dept,Escalated to state
1241,372,09/11/2022,G. Martinez,,Routine Safety,Fail,,5,Y,,State DOT,
1242,373,,R. Patel,INS-27248,Interim Progress,Pass,,2,N,,Army Corps,
1243,373,07-22-2024,H. Lee,INS-62106,Interim Progress,Pass,,0,N,,FHWA,
1244,373,06/07/2024,A. Nguyen,INS-80759,Quality Control,Pass With Conditions,35,0,Y,12-07-2023,Local Building Dept,Closed
1245,374,12-20-2019,I. Jackson,INS-54388,Environmental Compliance,Pass,93,0,N,,Army Corps,Closed
1246,374,04/03/2020,D. Freeman,INS-46466,Final Walkthrough,Pass,60,3,Y,,Army Corps,Closed
1247,374,2019-02-07,C. Richardson,-,Plumbing,Pass,100,1,Y,06-07-2023,State DOT,
1248,375,03/11/2019,I. Jackson,,Quality Control,Fail,61,7,,2025/04/30,Army Corps,Cited violation
1249,375,01/14/2022,G. Martinez,INS-96185,Routine Safety,Pass,91,1,N,,State DOT,Follow-up required
1250,375,10-10-2023,H. Lee,INS-28332,Final Walkthrough,Pass,99,0,N,,Local Building Dept,Follow-up required
1251,375,,M. Chen,INS-44204,Quality Control,Pass,81,0,N,,Local Building Dept,
1252,375,2022-05-19,C. Richardson,INS-74252,Electrical,Pass,75,3,N,,State DEP,Closed
1253,376,25/04/2022,D. Freeman,INS-33302,Structural,Pass,,0,N,,State DOT,Escalated to state
1254,377,16/02/2021,E. Hoffman,INS-11039,Structural,Pass,88,1,N,,FAA,
1255,378,,G. Martinez,INS-30867,Plumbing,Pass,93,0,N,,FHWA,
1256,378,2024/08/22,I. Jackson,INS-23033,Plumbing,Pass,,0,N,,FAA,
1257,379,05/24/2022,A. Nguyen,,Quality Control,Pass,57,,N,,Local Building Dept,
1258,379,2025/01/27,J. Kowalski,INS-53718,Electrical,Pass,76,3,no,,Army Corps,Follow-up required
1259,379,19/06/2022,H. Lee,INS-13443,Structural,Pass with Conditions,73,2,Y,11/06/2019,Local Building Dept,
1260,379,,S. Williams,INS-87198,Routine Safety,Pass,64,2,Y,2023/03/06,FHWA,
1261,380,2021-07-30,R. Patel,INS-93446,Quality Control,Pass,82,1,N,,Army Corps,Escalated to state
1262,380,2019/11/02,J. Kowalski,INS-14848,Quality Control,,57,0,N,,EPA,
1263,380,09-11-2021,D. Freeman,INS-69139,Routine Safety,Pass,72,3,N,,OSHA,
1264,381,2023-12-01,D. Freeman,INS-88620,Final Walkthrough,Pass,69,2,no,2025/02/02,EPA,
1265,382,2024-01-12,R. Patel,INS-88683,Environmental Compliance,Pass With Conditions,30,,no,2024-02-05,EPA,
1266,382,06/25/2023,B. Torres,INS-74866,Routine Safety,,N/A,2,N,,FTA,
1267,382,06/08/2020,I. Jackson,INS-12549,Fire Safety,Pass,100,TBD,N,,State DOT,
1268,383,,I. Jackson,INS-48566,Environmental Compliance,Deferred,58,3,N,,FHWA,
1269,383,2020/07/21,C. Richardson,INS-91788,Plumbing,FAIL,78,2,N,,Army Corps,
1270,384,02/14/2025,K. O'Brien,INS-47511,Fire Safety,fail,62,3,N,,Local Building Dept,Follow-up required
1271,384,2021-04-28,A. Nguyen,INS-83248,Routine Safety,,57,6,Y,09-25-2021,State DEP,
1272,384,,D. Freeman,INS-99793,Structural,Pass,77,,N,,State DOT,
1273,384,2020-03-20,I. Jackson,INS-80288,Electrical,Pass,93,2,Y,07-26-2022,FHWA,Closed
1274,384,2020/05/26,C. Richardson,INS-88727,Quality Control,Pass,75,3,N,,EPA,
1275,384,2019-04-13,S. Williams,INS-94022,Routine Safety,Pass with Conditions,68,0,Y,13/05/2024,Local Building Dept,
1276,385,04-04-2019,G. Martinez,INS-38479,Environmental Compliance,Pass With Conditions,84,,Y,2023/05/31,FTA,
1277,385,,K. O'Brien,N/A,Fire Safety,Pass,97,2,N,,FHWA,
1278,386,21/06/2019,J. Kowalski,INS-22787,Fire Safety,Pass,96,2,N,,FHWA,
1279,386,2022/04/17,J. Kowalski,INS-69759,Electrical,,85,1,Y,,State DEP,Follow-up required
1280,387,21/09/2019,A. Nguyen,INS-41717,Structural,Pass,69,1,Y,,Local Building Dept,
1281,388,02/02/2019,J. Kowalski,,Interim Progress,Pass,58,3,N,,OSHA,Closed
1282,388,,K. O'Brien,INS-99611,Environmental Compliance,Pass,64,3,no,,FHWA,
1283,388,2023/08/20,B. Torres,INS-30949,Structural,Pass,-,1,N,,State DOT,Follow-up required
1284,388,2020/09/11,B. Torres,INS-69043,Fire Safety,Pass,n/a,3,y,,State DOT,Cited violation
1285,389,10/20/2021,M. Chen,INS-60312,Environmental Compliance,PASS,70,,Y,,EPA,Follow-up required
1286,389,2023-09-25,I. Jackson,INS-59902,Environmental Compliance,Pass with Conditions,62,1,Y,04/27/2021,FAA,
1287,389,28/08/2022,E. Hoffman,INS-50386,Plumbing,Pass,70,3,No,,State DOT,Closed
1288,389,2022/12/26,G. Martinez,INS-97144,Structural,Pass with Conditions,56,0,Y,,State DOT,
1289,389,08/31/2022,K. O'Brien,INS-45124,Structural,Fail,57,1,Y,,FAA,
1290,390,2024-01-15,J. Kowalski,INS-51308,Environmental Compliance,Fail,,TBD,Y,,EPA,Cited violation
1291,390,2022/11/29,G. Martinez,,Environmental Compliance,Pass,71,3,Y,2023/12/30,State DEP,
1292,390,11/19/2021,D. Freeman,INS-81032,Plumbing,Pass,59,0,Y,08/28/2020,Local Building Dept,Follow-up required
1293,391,06-15-2022,M. Chen,,Structural,Pass,89,TBD,Y,2020/02/16,EPA,
1294,392,,M. Chen,INS-10412,Plumbing,Pass,78,1,N,,FTA,
1295,394,09/12/2023,E. Hoffman,INS-14098,Final Walkthrough,Pass,84,1,Y,,OSHA,
1296,394,08/02/2023,I. Jackson,,Final Walkthrough,Pass,85,3,N,,EPA,Follow-up required
1297,394,2021/12/07,B. Torres,INS-49901,Plumbing,Pass,95,1,N,,State DEP,Closed
1298,394,06/05/2019,B. Torres,INS-11622,Plumbing,Pass,?,0,N,,OSHA,Escalated to state
1299,395,2023/07/09,J. Kowalski,INS-74774,Final Walkthrough,Pass,89,1,Y,06/13/2021,FTA,Cited violation
1300,395,10/04/2019,D. Freeman,INS-79445,Fire Safety,Pass,78,3,N,,Local Building Dept,
1301,395,28/05/2022,S. Williams,,Routine Safety,Pass,94,1,N,,FHWA,Escalated to state
1302,396,19/05/2022,I. Jackson,INS-39214,Structural,fail,71,3,N,,FTA,
1303,396,07-08-2024,B. Torres,INS-51296,Final Walkthrough,Pass,59,0,N,,State DOT,Cited violation
1304,396,2019/09/25,G. Martinez,,Structural,Pass,80,1,Y,25/03/2021,Local Building Dept,
1305,396,04/09/2019,D. Freeman,,Plumbing,Pass,95,2,N,,State DEP,
1306,396,05-10-2023,H. Lee,INS-12862,Interim Progress,Pass,70,3,N,,FHWA,Closed
1307,396,02-22-2020,A. Nguyen,INS-22471,Quality Control,Pass,62,1,N,,State DEP,
1308,397,2021/05/04,B. Torres,INS-88669,Structural,fail,32,3,Y,,State DOT,
1309,397,2020/10/17,A. Nguyen,INS-78043,Plumbing,,96,2,N,,FTA,Closed
1310,398,2020-10-19,S. Williams,INS-67694,Final Walkthrough,Pass,78,0,N,,FAA,Follow-up required
1311,398,06/04/2021,K. O'Brien,,Fire Safety,Pass,89,1,N,,OSHA,
1312,398,2022-08-23,E. Hoffman,INS-84516,Fire Safety,Pass with Conditions,61,2,Y,,OSHA,Follow-up required
1313,399,04/14/2020,E. Hoffman,INS-26223,Final Walkthrough,Pass,57,0,Y,07/08/2019,FAA,
1314,399,2021-10-02,R. Patel,INS-38284,Structural,Pass,98,2,N,,State DOT,Closed
1315,399,10/16/2023,E. Hoffman,INS-48030,Structural,Pass,80,0,N,,Army Corps,
1316,399,02/17/2020,H. Lee,INS-20721,Final Walkthrough,Pass,94,2,Y,09-10-2019,FAA,
1317,400,20/04/2024,S. Williams,,Structural,Pass,86,0,N,,FAA,
1318,400,2019-04-26,D. Freeman,INS-53901,Electrical,PASS,67,0,Y,,FHWA,
1319,400,,J. Kowalski,INS-54874,Final Walkthrough,Pass,59,3,N,,State DEP,
1320,400,2025-05-24,C. Richardson,INS-29618,Routine Safety,Pass,70,0,N,,EPA,Closed
1321,400,2022-09-09,I. Jackson,INS-47857,Quality Control,FAIL,58,1,No,,Local Building Dept,
1322,401,2022/01/06,H. Lee,INS-42428,Electrical,,,,,,FAA,Follow-up required
1323,401,2023/08/06,H. Lee,INS-95496,Routine Safety,Pass,60,2,N,,FHWA,
1324,402,2022-07-30,B. Torres,INS-98329,Plumbing,Pass,67,1,N,,Army Corps,Escalated to state
1325,402,09/27/2024,M. Chen,INS-56927,Environmental Compliance,Pass,81,3,N,,EPA,Closed
1326,402,2021-03-12,R. Patel,INS-61322,Final Walkthrough,PASS,62,0,N,,FAA,Closed
1327,402,2024/04/22,S. Williams,INS-20937,Quality Control,Pass,56,1,N,,State DEP,
1328,402,10-11-2019,E. Hoffman,INS-12983,Final Walkthrough,Pass,94,3,N,,Local Building Dept,
1329,402,11-16-2023,S. Williams,INS-91132,Environmental Compliance,Pass,63,0,N,,State DEP,
1330,403,2022/08/03,K. O'Brien,INS-86260,Plumbing,pass,?,2,N,,Local Building Dept,Escalated to state
1331,403,07-18-2022,H. Lee,INS-59753,Final Walkthrough,Pass,55,1,N,,FAA,Follow-up required
1332,403,11/17/2019,M. Chen,INS-44800,Structural,Pass,62,3,no,2020-02-29,FTA,Cited violation
1333,404,22/03/2023,E. Hoffman,INS-49924,Fire Safety,Pass,TBD,3,no,,Army Corps,Follow-up required
1334,404,09/20/2020,A. Nguyen,TBD,Plumbing,Pass,84,3,Y,12/04/2024,State DEP,
1335,404,08/06/2023,D. Freeman,INS-80756,Environmental Compliance,Pass,91,1,N,,Army Corps,Closed
1336,405,12/06/2024,S. Williams,INS-62758,Structural,Pass,80,1,N,,State DEP,
1337,405,07/01/2021,H. Lee,INS-29270,Interim Progress,Pass,90,,N,,Local Building Dept,Cited violation
1338,405,2024/06/15,R. Patel,INS-82528,Final Walkthrough,Pass with Conditions,89,3,Y,11-26-2023,Local Building Dept,
1339,405,23/05/2021,C. Richardson,,Routine Safety,Pass with Conditions,65,1,Y,28/07/2021,State DEP,Cited violation
1340,405,2021/11/23,R. Patel,INS-42805,Routine Safety,Pass,-,1,no,,EPA,Cited violation
1341,406,,G. Martinez,INS-99082,Final Walkthrough,Pass,77,1,N,,FHWA,
1342,408,26/05/2019,S. Williams,INS-12306,Interim Progress,Pass,68,1,y,,Army Corps,Escalated to state
1343,408,2024/02/14,M. Chen,INS-51139,Quality Control,Pass,58,TBD,y,,FTA,Escalated to state
